Category,Opp Id,Name,Account,Stage,Close,Stored Code,Derived Code (revenue rule),LAWM revenue,LWKM revenue,Link
SHOULD_BE_BLANK,006Px00000LlLC3IAN,1850686603-CLIFF GROUP-2025 LWK-GBP,Cliff Group,Closed Won,2025-05-28,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlLC3IAN
SHOULD_BE_BLANK,006Px00000LlLCKIA3,1850455112 KREINDLER & KREINDLER LLP-2025 NY -,Kreindler & Kreindler LLP,Closed Won,2025-05-29,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlLCKIA3
SHOULD_BE_BLANK,006Px00000LlLCtIAN,NEW-WINGATE RUSSOTTI SHAPIRO MOSES & HALPERN LLP-2025 NYOM/ VS,Wingate Russotti Shapiro Moses & Halperin LLP,Closed Won,2025-04-18,2,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlLCtIAN
SHOULD_BE_BLANK,006Px00000LlNOwIAN,1850536264-ARTHUR COX UNLIMITED COMPANY-2025 LWK-GBP,Arthur Cox Unlimited Company,Closed Won,2025-08-29,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNOwIAN
SHOULD_BE_BLANK,006Px00000LlNTqIAN,1850712681-KRAMER DILLOF LIVINGSTON MOORE-2025 LAW,"Kramer, Dillof, Livingston & Moore,LLP",Closed Won,2025-01-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNTqIAN
SHOULD_BE_BLANK,006Px00000LlNTrIAN,1850712682-KRAMER DILLOF LIVINGSTON MOORE-2025 LRC,"Kramer, Dillof, Livingston & Moore,LLP",Closed Won,2025-01-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNTrIAN
SHOULD_BE_BLANK,006Px00000LlNTsIAN,1850712686-KRAMER DILLOF LIVINGSTON MOORE-2025 VSC,"Kramer, Dillof, Livingston & Moore,LLP",Closed Won,2025-01-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNTsIAN
SHOULD_BE_BLANK,006Px00000LlNTuIAN,1850712638-GILL CHAMAS-2025 LAW,"Gill & Chamas, L.L.C",Closed Won,2025-01-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNTuIAN
SHOULD_BE_BLANK,006Px00000LlNTvIAN,1850712639-GILL CHAMAS-2025 LRL,"Gill & Chamas, L.L.C",Closed Won,2025-01-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNTvIAN
SHOULD_BE_BLANK,006Px00000LlNUIIA3,1504948-GROSSMAN ROTH P A-2025 VSCOM,"Grossman Roth, P.A.",Closed Won,2025-05-27,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUIIA3
SHOULD_BE_BLANK,006Px00000LlNUKIA3,1503654-KREINDLER & KREINDLER LLP-2025 VSCOM,Kreindler & Kreindler LLP,Closed Won,2025-05-29,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUKIA3
SHOULD_BE_BLANK,006Px00000LlNUoIAN,001850707483-AVANCE PARTNER SEARCH-2025 LGC,Avance Partner Search,Closed Won,2025-04-11,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUoIAN
SHOULD_BE_BLANK,006Px00000LlNUpIAN,001850629237-BARETZ BRUNELLE LLC-2025 LAW,Baretz + Brunelle LLC,Closed Won,2025-09-24,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUpIAN
SHOULD_BE_BLANK,006Px00000LlNUqIAN,001850699485-BARETZ BRUNELLE LLC -2025 LWK,Baretz + Brunelle LLC,Closed Won,2025-09-24,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUqIAN
SHOULD_BE_BLANK,006Px00000LlNUxIAN,001850678878-E P DINE-2025 LAW,E.P. Dine Inc.,Closed Won,2025-04-11,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUxIAN
SHOULD_BE_BLANK,006Px00000LlNUyIAN,001850691711-E P DINE-2025 LGC,E.P. Dine Inc.,Closed Won,2025-04-11,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNUyIAN
SHOULD_BE_BLANK,006Px00000LlNV2IAN,001850715389-FRIED GOLDBERG LLC-2025 LAW,Fried Goldberg LLC,Closed Won,2025-08-11,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNV2IAN
SHOULD_BE_BLANK,006Px00000LlNV3IAN,001850715390-FRIED GOLDBERG LLC-2025 LRL,Fried Goldberg LLC,Closed Won,2025-08-11,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNV3IAN
SHOULD_BE_BLANK,006Px00000LlNV7IAN,001850714989-GROSSMAN ROTH PA-2025 LAW,"Grossman Roth, P.A.",Closed Won,2025-05-27,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNV7IAN
SHOULD_BE_BLANK,006Px00000LlNV8IAN,001850714990-GROSSMAN ROTH PA-2025 LRL,"Grossman Roth, P.A.",Closed Won,2025-05-27,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNV8IAN
SHOULD_BE_BLANK,006Px00000LlNV9IAN,001850708879-JASPAN SCHLESINGER NARENDRAN-2025 LAW,Jaspan Schlesinger Narendran LLP,Closed Won,2025-09-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNV9IAN
SHOULD_BE_BLANK,006Px00000LlNVAIA3,001850715829-JASPAN SCHLESONGER NARENDRAN-2025 LRL,Jaspan Schlesinger Narendran LLP,Closed Won,2025-09-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVAIA3
SHOULD_BE_BLANK,006Px00000LlNVBIA3,001850708972-KINNEY LISOVICZ REILLY WOLFF-2025 LAW,Kinney Lisovicz Reilly & Wolff Pc,Closed Won,2025-05-14,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVBIA3
SHOULD_BE_BLANK,006Px00000LlNVCIA3,001850714407-KINNEY LISOVICZ REILLY WOLFF-2025 LRL,Kinney Lisovicz Reilly & Wolff Pc,Closed Won,2025-05-14,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVCIA3
SHOULD_BE_BLANK,006Px00000LlNVDIA3,001850710708-LANDMANN CORSI BLALLINE FORD-2025 LAW,Landman Corsi Ballaine & Ford Pc,Closed Won,2025-10-17,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVDIA3
SHOULD_BE_BLANK,006Px00000LlNVEIA3,001850710709-LANDMANN CORSI BLALLINE FORD-2025 LRL,Landman Corsi Ballaine & Ford Pc,Closed Won,2025-10-17,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVEIA3
SHOULD_BE_BLANK,006Px00000LlNVFIA3,001850710710-LANDMANN CORSI BLALLINE FORD-2025 VSC,Landman Corsi Ballaine & Ford Pc,Closed Won,2025-10-17,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVFIA3
SHOULD_BE_BLANK,006Px00000LlNVJIA3,001850707629-AVANCE PARTNER SEARCH-2025 LAW,Avance Partner Search,Closed Won,2025-04-11,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVJIA3
SHOULD_BE_BLANK,006Px00000LlNVKIA3,001850539738-PRACTISING LAW INSTITUTE-2025 LWK-GBP,Practising Law Institute,Closed Won,2025-07-31,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVKIA3
SHOULD_BE_BLANK,006Px00000LlNVsIAN,1850715396-YANKWITT-2025 LAW,Yankwitt LLP,Closed Won,2025-08-12,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVsIAN
SHOULD_BE_BLANK,006Px00000LlNVzIAN,1850715954-RAYNES LAWN-2025 LAW,Raynes & Lawn,Closed Won,2025-09-30,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNVzIAN
SHOULD_BE_BLANK,006Px00000LlNW6IAN,1850715290-YANKWITT-2025 LRL,Yankwitt LLP,Closed Won,2025-08-12,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNW6IAN
SHOULD_BE_BLANK,006Px00000LlNWCIA3,1850715956-RAYNES LAWN-2025 VSC,Raynes & Lawn,Closed Won,2025-09-30,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNWCIA3
SHOULD_BE_BLANK,006Px00000LlNYBIA3,1850715397-YANKWITT-2025 VSC,Yankwitt LLP,Closed Won,2025-08-12,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNYBIA3
SHOULD_BE_BLANK,006Px00000LlNYMIA3,1850713897  AVANCE PARTNER SEARCH- 2025 LDCI -,Avance Partner Search,Closed Won,2025-04-11,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNYMIA3
SHOULD_BE_BLANK,006Px00000LlNYuIAN,001850344806-Jaspan Schlesinger-2025 NYL,Jaspan Schlesinger Narendran LLP,Closed Won,2025-09-24,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNYuIAN
SHOULD_BE_BLANK,006Px00000LlNZkIAN,1850378434-PRACTISING LAW INSTITUTE-2025 LAW,Practising Law Institute,Closed Won,2025-07-31,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNZkIAN
SHOULD_BE_BLANK,006Px00000LlNbNIAV,New Indiana University NewsVault-NJU,Indiana University,Closed Won,2025-08-08,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNbNIAV
SHOULD_BE_BLANK,006Px00000LlNbPIAV,New University of Chicago State Courts-NJU,D'Angelo Law Library - University Of Chicago,Closed Won,2025-08-25,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNbPIAV
SHOULD_BE_BLANK,006Px00000LlNbrIAF,161NEW-UNIVERSITY OF MICHIGAN LAW SCHOOL-2025 VSCOM,University Of Michigan,Closed Won,2025-05-15,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNbrIAF
SHOULD_BE_BLANK,006Px00000LlNc9IAF,1850691466-DANGELO LAW LIB UNIV CHICAGO-2025 LGC,D'Angelo Law Library - University Of Chicago,Closed Won,2025-08-25,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNc9IAF
SHOULD_BE_BLANK,006Px00000LlNcBIAV,1850373629-DUKE UNIVERSITY-2025 LAW,Duke University School Of Law,Closed Won,2025-11-06,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcBIAV
SHOULD_BE_BLANK,006Px00000LlNcGIAV,1850369885-GEORGETOWN LAW LIBRARY-2025 LAW,Georgetown Univ Law Lib,Closed Won,2025-07-06,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcGIAV
SHOULD_BE_BLANK,006Px00000LlNcHIAV,1850691749-GEORGETOWN LAW LIBRARY-2025 LGC,Georgetown Univ Law Lib,Closed Won,2025-07-06,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcHIAV
SHOULD_BE_BLANK,006Px00000LlNcMIAV,1850378366-INDIANA UNIV MAURER SCH OF LAW-2025 LAW,Indiana University,Closed Won,2025-08-08,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcMIAV
SHOULD_BE_BLANK,006Px00000LlNcNIAV,1850692852-JAMES E ROGERS SCHOOL-2025 LWK,University Of Arizona College Of Law,Closed Won,2025-05-13,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcNIAV
SHOULD_BE_BLANK,006Px00000LlNcOIAV,1850692850-JAMES ROGERS SCHOOL-2025 LAW,University Of Arizona College Of Law,Closed Won,2025-05-13,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcOIAV
SHOULD_BE_BLANK,006Px00000LlNcWIAV,1850691691-OHIO STATE UNIVERSITY-2025 LGC,Ohio State University,Closed Won,2025-09-03,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcWIAV
SHOULD_BE_BLANK,006Px00000LlNcXIAV,1850369664-OHIO STATE UNIVERSITY-2025 LAW,Ohio State University,Closed Won,2025-09-03,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcXIAV
SHOULD_BE_BLANK,006Px00000LlNcdIAF,1850372016-SMU LAW LIBRARY-2025 LAW,Smu Law Library,Closed Won,2025-04-24,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcdIAF
SHOULD_BE_BLANK,006Px00000LlNcgIAF,1850373336-SYRACUSE UNIV COLLEGE OF LAW-2025 LAW,Syracuse University College Of Law,Closed Won,2025-10-06,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcgIAF
SHOULD_BE_BLANK,006Px00000LlNcjIAF,1850714601-TEMPLE UNIV HEALTH SYSTEM-2025 LRC,Temple University Health Systems,Closed Won,2025-08-20,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcjIAF
SHOULD_BE_BLANK,006Px00000LlNckIAF,1850714600-TEMPLE UNIV HEALTH SYSTEMS-2025 LAW,Temple University Health Systems,Closed Won,2025-08-20,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNckIAF
SHOULD_BE_BLANK,006Px00000LlNcpIAF,1850713898-UNIV OF MICHIGAN LAW LIBRARY-2025 LWK,University Of Michigan,Closed Won,2025-05-15,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcpIAF
SHOULD_BE_BLANK,006Px00000LlNcqIAF,1850691536-UNIV OF MICHIGAN LAW SCHOOL-2025 LGC,University Of Michigan,Closed Won,2025-05-15,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcqIAF
SHOULD_BE_BLANK,006Px00000LlNcuIAF,1850369881-UNIVERSITY OF CHICAGO-2025 LAW,D'Angelo Law Library - University Of Chicago,Closed Won,2025-08-25,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNcuIAF
SHOULD_BE_BLANK,006Px00000LlNd1IAF,1850378055-UNIVERSITY OF MICHIGAN-2025 LAW,University Of Michigan,Closed Won,2025-05-15,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNd1IAF
SHOULD_BE_BLANK,006Px00000LlNfTIAV,1656669-THE PERECMAN FIRM PLLC-2025 VSCOM,The Perecman Firm PLLC,Closed Won,2025-05-13,2,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNfTIAV
SHOULD_BE_BLANK,006Px00000LlNfyIAF,1850708357-PERECMAN-2025 LAW,The Perecman Firm PLLC,Closed Won,2025-05-13,2,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNfyIAF
SHOULD_BE_BLANK,006Px00000LlNg5IAF,1850377099-FAIRFAX ASSOCIATES-2025 LAW,Fairfax Associates,Closed Won,2025-04-28,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNg5IAF
SHOULD_BE_BLANK,006Px00000LlNgBIAV,1850715693-BOUND PARTNERS-2025 LAW,Bound Partners,Closed Won,2025-09-12,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNgBIAV
SHOULD_BE_BLANK,006Px00000LlNgHIAV,1850405265-BENNETT JONES-2025 LWK,Bennett Jones LLP,Closed Won,2025-04-18,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNgHIAV
SHOULD_BE_BLANK,006Px00000LlNgIIAV,1850707853-BENNETT JONES-2025 TAL,Bennett Jones LLP,Closed Won,2025-04-18,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNgIIAV
SHOULD_BE_BLANK,006Px00000LlNgOIAV,1850649432-BOWMANS-2025 TAL,Bowman Gilfillan,Closed Won,2025-06-30,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNgOIAV
SHOULD_BE_BLANK,006Px00000LlNgPIAV,1850709762-BOWMAN GILFILLAN-2025 LWK,Bowman Gilfillan,Closed Won,2025-06-30,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNgPIAV
SHOULD_BE_BLANK,006Px00000LlNhSIAV,(NEW) Research Suite - Dechert,Dechert LLP,Closed Won,2025-12-09,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNhSIAV
SHOULD_BE_BLANK,006Px00000LlNhnIAF,1800429855-HENGELER MUELLER-2025 NAG Renewal,Hengeler Mueller,Closed Won,2025-10-10,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNhnIAF
SHOULD_BE_BLANK,006Px00000LlNkHIAV,NEW-ARTHUR COX UNLIMITED COMPANY-2025 LAW-GBP,Arthur Cox Unlimited Company,Closed Won,2025-08-29,3,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNkHIAV
SHOULD_BE_BLANK,006Px00000LlNqiIAF,1850700530-KREINDLER KREINDLER-2025 LAW(G),Kreindler & Kreindler LLP,Closed Won,2025-05-29,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNqiIAF
SHOULD_BE_BLANK,006Px00000M8auWIAR,1850325735-HOFMANN SCHWEITZER-2025 NYL,Hofmann & Schweitzer,Closed Won,2025-12-16,1,none,,,https://lawbusinessresearch.my.salesforce.com/006Px00000M8auWIAR
WRONG_CODE,006Px00000LjRsqIAF,AlixPartners,Alixpartners Ltd,Closed Won,2025-04-24,3,1,18000.00,7000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjRsqIAF
WRONG_CODE,006Px00000LjSp7IAF,GE Aerospace - Law.com + Law.com International,Ge Aerospace,Closed Won,2025-03-20,2,1,14000.00,5950.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjSp7IAF
WRONG_CODE,006Px00000LjTETIA3,LHH_Law.com,Lhh Recruitment Solutions,Closed Won,2025-10-15,3,1,12500.00,2500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjTETIA3
WRONG_CODE,006Px00000LjTNJIA3,Blue Pool Capital - LDC and LDCI,Blue Pool Capital Limited,Closed Won,2025-04-10,2,1,5500.00,2000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjTNJIA3
WRONG_CODE,006Px00000LjTPsIAN,IBM - Law.com and Law.com International,Ibm Corp,Closed Won,2025-04-23,3,1,128345.00,35500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjTPsIAN
WRONG_CODE,006Px00000LjUXfIAN,LexMundi_LDC,Lex Mundi,Closed Won,2025-08-27,3,1,10000.00,2000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjUXfIAN
WRONG_CODE,006Px00000LjaTWIAZ,001850700400-GENENTECH-2025 GLB,Genentech Inc,Closed Won,2025-05-16,3,1,12800.00,3200.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaTWIAZ
WRONG_CODE,006Px00000LjaTfIAJ,001850710875-LOEWS CORPORATION-2025 GLB,Loews Corporation,Closed Won,2025-10-09,3,1,6000.00,2000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaTfIAJ
WRONG_CODE,006Px00000LjairIAB,001800441750-INFOSYS LIMITED-2025 BUNDLE,Infosys Limited,Closed Won,2025-09-18,3,1,11500.00,3500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjairIAB
WRONG_CODE,006Px00000LjaisIAB,001800441228-PROSEK-2025 BUNDLE,Prosek,Closed Won,2025-04-18,3,1,4600.00,1609.55,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaisIAB
WRONG_CODE,006Px00000LjaitIAB,001800441222-SWISS RE INSURANCE COMPANY LTD-2025 BUNDLE,Swiss Re Insurance 1,Closed Won,2025-04-23,3,1,6500.00,2765.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaitIAB
