tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities
1,name_exact,1,001Px00000VvXxxIAF,"Cadwalader, Wickersham & Taft LLP",www.cadwalader.com,2021-01-20T19:30:27.000+0000,6,817,540,001Px00000heZHGIA2,"Cadwalader, Wickersham & Taft LLP",,2026-07-25T18:09:21.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001ANuIZAA1,Cahill Gordon & Reindel LLP,www.cahill.com,2021-01-20T19:30:27.000+0000,5,234,201,001Px00000heRXfIAM,Cahill Gordon & Reindel LLP,,2026-07-25T18:08:52.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,001Px00000VvqQAIAZ,Chapman and Cutler LLP,www.chapman.com,2021-01-20T19:33:24.000+0000,6,99,121,001Px00000j5O4CIAU,Chapman Cutler,,2026-08-20T18:15:37.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvqQAIAZ,Chapman and Cutler LLP,www.chapman.com,2021-01-20T19:33:24.000+0000,6,99,121,001Px00000jAKopIAG,Chapman Cutler,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,18
1,"name_exact, website_domain_match",2,0016g00001ANvsjAAD,Charles Russell Speechlys,www.charlesrussellspeechlys.com,2021-01-20T19:33:29.000+0000,14,1185,599,001Px00000j6CfkIAE,Charles Russell Speechlys LLP,www.charlesrussellspeechlys.com,2026-08-21T02:45:32.000+0000,Sneha Mekala,N,1,1,1
1,name_exact,1,001Px00000VwSDBIA3,Chiesa Shahinian & Giantomasi PC,www.csglaw.com,2021-01-20T19:33:54.000+0000,4,124,274,001Px00000j5NGXIA2,Chiesa Shahinian & Giantomasi Pc,,2026-08-20T18:19:07.000+0000,Kieran Hansen,N,1,2,20
1,name_exact,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Px00000cAaxFIAS,Clark Hill PLC,,2026-01-23T16:59:35.000+0000,Kieran Hansen,N,1,3,5
1,name_exact,1,001Px00000VvvMKIAZ,Clifford Chance LLP,www.cliffordchance.com,2021-01-20T19:35:25.000+0000,43,3313,3672,001Px00000heZGFIA2,Clifford Chance,,2026-07-25T18:09:21.000+0000,Kieran Hansen,N,1,4,0
1,name_exact,1,0016g00001ANrupAAD,Clyde & Co LLP,www.clydeco.com,2021-01-20T19:25:53.000+0000,77,3458,1393,0014L00000k4rAHQAY,Clyde Co Inc,www.clydeinc.com,2023-05-23T17:15:08.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvpdsIAB,Cole Schotz P.C.,www.coleschotz.com,2021-01-20T19:36:02.000+0000,9,135,186,001Px00000j5KYFIA2,Cole Schotz Pc,,2026-08-20T18:15:42.000+0000,Kieran Hansen,N,1,1,9
1,name_exact,1,001Px00000Vvg80IAB,Cooley LLP,www.cooley.com,2021-01-20T19:37:27.000+0000,29,2432,874,001Px00000Xs1V6IAJ,Cooley Law Firm,www.jclaw.org,2025-12-22T11:03:08.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,001Px00000VvMI4IAN,Covington & Burling LLP,www.cov.com,2021-01-20T19:38:09.000+0000,16,2143,1388,001Px00000heTydIAE,Covington & Burling,,2026-07-25T18:09:30.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001ANyMkAAL,Cozen O'Connor,www.cozen.com,2021-01-20T19:38:15.000+0000,40,1156,2809,001Px00000ihTpiIAE,Cozen O'Connor,,2026-06-25T15:33:04.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvVJ5IAN,DLA Piper,www.dlapiper.com,2021-01-20T19:42:32.000+0000,135,9185,3428,001Px00000heQ0DIAU,DLA Piper,,2026-07-25T18:13:47.000+0000,Kieran Hansen,N,1,6,0
1,name_exact,1,001Px00000VvVJ5IAN,DLA Piper,www.dlapiper.com,2021-01-20T19:42:32.000+0000,135,9185,3428,001Px00000hecKeIAI,DLA Piper,,2026-07-25T18:14:30.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001ANzSKAA1,Davis Polk & Wardwell LLP,www.davispolk.com,2021-01-20T19:40:24.000+0000,15,1312,1331,001Px00000j5ODlIAM,Davis Polk Wardwell,,2026-08-20T18:15:52.000+0000,Kieran Hansen,N,1,1,15
1,name_exact,1,0016g00001ANzenAAD,Debevoise & Plimpton LLP,www.debevoise.com,2021-01-20T19:40:50.000+0000,13,1458,1938,001Px00000heaXwIAI,Debevoise & Plimpton,,2026-07-25T18:09:38.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,0016g00001ANzenAAD,Debevoise & Plimpton LLP,www.debevoise.com,2021-01-20T19:40:50.000+0000,13,1458,1938,001Px00000heW9zIAE,Debevoise & Plimpton LLP,,2026-07-25T18:08:30.000+0000,Kieran Hansen,N,1,3,0
1,name_exact,1,0016g00001ANzenAAD,Debevoise & Plimpton LLP,www.debevoise.com,2021-01-20T19:40:50.000+0000,13,1458,1938,001Px00000heaUFIAY,Debevoise & Plimpton LLP,,2026-07-25T18:09:28.000+0000,Kieran Hansen,N,1,4,1
1,name_exact,1,001Px00000VvNUeIAN,Dechert LLP,www.dechert.com,2021-01-20T19:40:56.000+0000,29,1819,2499,001Px00000j5O9LIAU,Dechert,,2026-08-20T18:15:47.000+0000,Kieran Hansen,N,1,1,10
1,name_exact,1,001Px00000VvNUeIAN,Dechert LLP,www.dechert.com,2021-01-20T19:40:56.000+0000,29,1819,2499,001Px00000j5O9MIAU,Dechert,,2026-08-20T18:15:47.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvNUeIAN,Dechert LLP,www.dechert.com,2021-01-20T19:40:56.000+0000,29,1819,2499,001Px00000jAKp4IAG,Dechert,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,4
1,name_exact,1,001Px00000VxMoFIAV,Dinsmore & Shohl LLP,www.dinsmore.com,2021-01-20T19:42:14.000+0000,26,460,128,001Px00000heaadIAA,Dinsmore & Shohl LLP,,2026-07-25T18:09:45.000+0000,Kieran Hansen,N,1,2,16
1,name_exact,1,001Px00000VvbOnIAJ,Dorsey & Whitney LLP,www.dorsey.com,2021-01-20T19:42:55.000+0000,22,543,489,001Px00000j5ODZIA2,Dorsey Whitney,,2026-08-20T18:15:52.000+0000,Kieran Hansen,N,1,1,23
1,name_exact,1,0016g00001AO159AAD,Duane Morris LLP,www.duanemorris.com,2021-01-20T19:43:38.000+0000,34,1360,772,001Px00000heWGcIAM,Duane Morris,,2026-07-25T18:09:48.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VvbwmIAB,Eversheds Sutherland,www.eversheds-sutherland.com,2021-01-20T19:47:46.000+0000,84,5128,1539,001Px00000heWRBIA2,Eversheds Sutherland,,2026-07-25T18:09:59.000+0000,Kieran Hansen,N,7,24,1
1,name_exact,1,001Px00000VvbwmIAB,Eversheds Sutherland,www.eversheds-sutherland.com,2021-01-20T19:47:46.000+0000,84,5128,1539,001Px00000j5H7EIAU,Eversheds Sutherland,,2026-08-20T18:15:57.000+0000,Kieran Hansen,N,1,1,1
1,alias_exact,1,001Px00000VvbwmIAB,Eversheds Sutherland,www.eversheds-sutherland.com,2021-01-20T19:47:46.000+0000,84,5128,1539,001Px00000VxOWyIAN,"Sutherland, Asbill & Brennan",,2025-11-13T14:28:48.000+0000,Kieran Hansen,N,2,33,11
1,within_g300:alias_exact,1,0016g00001AO6I7AAL,FBT Gibbons LLP,www.fbtgibbons.com,2021-01-20T19:51:40.000+0000,31,540,367,001Px00000j5PGuIAM,Frost Brown Todd,,2026-08-20T18:19:21.000+0000,Kieran Hansen,N,1,1,40
1,alias_exact,1,0016g00001AO496AAD,Fieldfisher LLP,www.fieldfisher.com,2021-01-20T19:49:24.000+0000,28,1454,876,001Px00000VxZRXIA3,Field Fisher Waterhouse,,2025-11-13T14:28:43.000+0000,Kieran Hansen,N,1,3,0
1,name_exact,1,0016g00001AO4yUAAT,Fox Rothschild LLP,www.foxrothschild.com,2021-01-20T19:51:04.000+0000,39,1403,1092,001Px00000j5GGQIA2,Fox Rothschild LLP,,2026-08-20T18:17:02.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,0016g00001AO4yUAAT,Fox Rothschild LLP,www.foxrothschild.com,2021-01-20T19:51:04.000+0000,39,1403,1092,001Px00000j5HetIAE,Fox Rothschild LLP,,2026-08-20T18:16:02.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,0016g00001AO4yUAAT,Fox Rothschild LLP,www.foxrothschild.com,2021-01-20T19:51:04.000+0000,39,1403,1092,001Px00000jAKpHIAW,Fox Rothschild LLP,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,34
1,name_exact,1,0016g00001AO5nxAAD,Gateley PLC,www.gateleyplc.com,2021-01-20T19:14:59.000+0000,35,361,127,001Px00000hebTZIAY,Gateley LLP,,2026-07-25T18:12:16.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AO6J6AAL,"Gibson, Dunn & Crutcher LLP",www.gibsondunn.com,2021-01-20T19:53:36.000+0000,26,2512,2707,001Px00000j5OJkIAM,Gibson Dunn & Crutcher,,2026-08-20T18:16:25.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,0016g00001AO6nnAAD,Goldberg Segalla LLP,www.goldbergsegalla.com,2021-01-20T19:54:41.000+0000,31,223,167,001Px00000j5OKJIA2,Goldberg Segalla LLP,,2026-08-20T18:16:25.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VvNUnIAN,Goodwin Procter LLP,www.goodwinlaw.com,2021-01-20T19:54:52.000+0000,26,2529,863,001Px00000j5OKTIA2,Goodwin Procter,,2026-08-20T18:16:25.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VvNUnIAN,Goodwin Procter LLP,www.goodwinlaw.com,2021-01-20T19:54:52.000+0000,26,2529,863,001Px00000heahOIAQ,Goodwin Procter LLP,,2026-07-25T18:10:33.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000Vva9jIAB,"Gordon Rees Scully Mansukhani, LLP",www.grsm.com,2021-01-20T19:54:58.000+0000,50,327,260,001Px00000igwkgIAA,GORDON & REES SCULLY MANSUKHANI,,2026-03-26T17:04:17.000+0000,Scott Lewis,N,1,1,0
1,name_exact,1,0016g00001AO73fAAD,Gowling WLG,www.gowlingwlg.com,2021-01-20T19:55:04.000+0000,22,2491,1124,001Px00000heRXZIA2,Gowling WLG,,2026-07-25T18:08:52.000+0000,Kieran Hansen,N,1,2,1
1,name_exact,1,0016g00001AO73fAAD,Gowling WLG,www.gowlingwlg.com,2021-01-20T19:55:04.000+0000,22,2491,1124,001Px00000heY1TIAU,Gowling WLG,,2026-07-25T18:14:27.000+0000,Kieran Hansen,N,2,10,3
1,name_exact,1,0016g00001AO73fAAD,Gowling WLG,www.gowlingwlg.com,2021-01-20T19:55:04.000+0000,22,2491,1124,001Px00000heZgVIAU,Gowling WLG,,2026-07-25T18:08:12.000+0000,Kieran Hansen,N,3,6,1
1,name_exact,1,0016g00001AO7LfAAL,Greenspoon Marder LLP,www.gmlaw.com,2021-01-20T19:55:41.000+0000,16,105,58,001Px00000heaIrIAI,"Greenspoon Marder, LLP.",,2026-07-25T18:08:44.000+0000,Kieran Hansen,N,1,2,4
1,name_exact,1,0016g00001AO8xPAAT,"Herrick, Feinstein LLP",www.herrick.com,2021-01-20T19:58:45.000+0000,5,96,122,001Px00000j52deIAA,Herrick Feinstein,,2026-08-20T18:19:26.000+0000,Kieran Hansen,N,1,1,9
1,name_exact,1,001Px00000VvTdpIAF,"Hinckley, Allen & Snyder LLP",www.hinckleyallen.com,2021-01-20T19:59:14.000+0000,11,110,77,001Px00000j52diIAA,Hinckley Allen & Snyder LLP,,2026-08-20T18:19:26.000+0000,Kieran Hansen,N,1,1,6
1,name_exact,1,0016g00001AO9DmAAL,Hinshaw & Culbertson LLP,www.hinshawlaw.com,2021-01-20T19:59:14.000+0000,18,229,103,001Px00000heatBIAQ,Hinshaw & Culbertson,,2026-07-25T18:10:45.000+0000,Kieran Hansen,N,1,1,0
1,alias_exact,1,001Px00000VvlIsIAJ,Hogan Lovells,www.hoganlovells.com,2021-01-20T19:59:34.000+0000,60,5311,3611,001Px00000VwjjgIAB,Hogan Hartson LLP,,2025-11-13T12:07:29.000+0000,Kieran Hansen,N,1,13,18
1,name_exact,1,001Px00000VvPqZIAV,Holland & Knight LLP,www.hklaw.com,2021-01-20T19:59:41.000+0000,50,2708,1172,001Px00000heOl1IAE,Holland & Knight,,2026-07-25T18:12:46.000+0000,Kieran Hansen,N,1,1,1
1,alias_exact,1,001Px00000VvNViIAN,Hunton Andrews Kurth LLP,www.hunton.com,2021-01-20T20:00:57.000+0000,34,1328,801,001Px00000j52e4IAA,Hunton & Williams LLP,,2026-08-20T18:19:26.000+0000,Kieran Hansen,N,1,1,6
1,name_exact,1,0016g00001AOCN8AAP,Jackson Lewis P.C,www.jacksonlewis.com,2021-01-20T20:05:58.000+0000,56,821,217,001Px00000heawsIAA,Jackson Lewis,,2026-07-25T18:10:59.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AODljAAH,Katten Muchin Rosenman LLP,www.katten.com,2021-01-20T20:08:41.000+0000,12,1013,954,001Px00000hebA9IAI,Katten Muchin Rosenman,,2026-07-25T18:11:30.000+0000,Kieran Hansen,N,1,1,0
1,"alias_extends, name_exact",2,0016g00001AODvqAAH,Kelley Drye & Warren LLP,www.kelleydrye.com,2021-01-20T20:08:59.000+0000,10,419,335,001Px00000j5LhsIAE,Kelley Drye & Warren LLP,,2026-08-20T18:16:50.000+0000,Kieran Hansen,N,2,2,7
1,name_exact,1,001Px00000VvidmIAB,King & Spalding LLP,www.kslaw.com,2021-01-20T20:09:44.000+0000,30,2159,1435,001Px00000hebBBIAY,King & Spalding,,2026-07-25T18:11:30.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvidmIAB,King & Spalding LLP,www.kslaw.com,2021-01-20T20:09:44.000+0000,30,2159,1435,001Px00000j5LjLIAU,King Spalding,,2026-08-20T18:16:50.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvidmIAB,King & Spalding LLP,www.kslaw.com,2021-01-20T20:09:44.000+0000,30,2159,1435,001Px00000jAKptIAG,King Spalding,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,4
1,name_exact,1,001Px00000VvjRBIAZ,Kirkland & Ellis LLP,www.kirkland.com,2021-01-20T20:09:57.000+0000,29,4397,2347,001Px00000hebAzIAI,Kirkland & Ellis,,2026-07-25T18:11:30.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VvjRBIAZ,Kirkland & Ellis LLP,www.kirkland.com,2021-01-20T20:09:57.000+0000,29,4397,2347,001Px00000j5HgpIAE,Kirkland And Ellis LLP,,2026-08-20T18:19:32.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,0016g00001AOEa4AAH,Kobre & Kim L.L.P.,www.kobrekim.com,2021-01-20T20:10:22.000+0000,17,478,431,001Px00000hebBKIAY,Kobre & Kim LLP,,2026-07-25T18:11:30.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvZXGIA3,Kutak Rock LLP,www.kutakrock.com,2021-01-20T20:11:11.000+0000,21,145,157,001Px00000j5Hh6IAE,Kutak Rock,,2026-08-20T18:19:32.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,0016g00001AOFbBAAX,Latham & Watkins LLP,www.lw.com,2021-01-20T20:12:12.000+0000,39,4770,2291,001Px00000heWGgIAM,Latham & Watkins LLP,,2026-07-25T18:09:48.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOFbBAAX,Latham & Watkins LLP,www.lw.com,2021-01-20T20:12:12.000+0000,39,4770,2291,001Px00000j5OsmIAE,Latham Watkins,,2026-08-20T18:18:00.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,0016g00001AOFbBAAX,Latham & Watkins LLP,www.lw.com,2021-01-20T20:12:12.000+0000,39,4770,2291,001Px00000jAGHSIA4,Latham Watkins,,2026-08-22T10:39:45.000+0000,Kieran Hansen,N,1,1,16
1,name_exact,1,001Px00000Vvs5iIAB,Linklaters LLP,www.linklaters.com,2021-01-20T20:15:29.000+0000,41,4656,2305,001Px00000heQUpIAM,Linklaters LLP,,2026-07-25T18:12:59.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOI7oAAH,Macfarlanes LLP,www.macfarlanes.com,2021-01-20T20:17:13.000+0000,3,525,390,001Px00000heW8NIAU,Macfarlanes LLP,,2026-07-25T18:08:21.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,001Px00000VwMiWIAV,Mayer Brown LLP,www.mayerbrown.com,2021-01-20T20:19:33.000+0000,42,3165,3427,001Px00000j5JwJIAU,Mayer Brown,,2026-08-20T18:20:01.000+0000,Kieran Hansen,N,1,1,40
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000heZNtIAM,McDermott Will & Emery,,2026-07-25T18:10:37.000+0000,Kieran Hansen,N,1,1,0
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000j5Mt6IAE,Schulte Roth Zabel,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,3
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000j5Mt7IAE,Schulte Roth Zabel,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,3
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000j5Mt8IAE,Schulte Roth Zabel,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,3
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000j5Mt9IAE,Schulte Roth Zabel,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,3
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000j5MtAIAU,Schulte Roth Zabel,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,3
1,alias_exact,1,001Px00000Vvm5wIAB,McDermott Will & Schulte LLP,www.mwe.com,2021-01-20T20:19:52.000+0000,39,2473,1395,001Px00000j5MtBIAU,Schulte Roth Zabel,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,3
1,name_exact,1,001Px00000VvMHBIA3,McGuireWoods LLP,www.mcguirewoods.com,2021-01-20T20:19:58.000+0000,35,1536,683,001Px00000hloSjIAI,McGuire Woods,,2026-06-18T14:28:34.000+0000,Ron Dinkins,N,1,1,3
1,name_exact,1,001Px00000VvMHBIA3,McGuireWoods LLP,www.mcguirewoods.com,2021-01-20T20:19:58.000+0000,35,1536,683,001Px00000hebUBIAY,McGuireWoods,,2026-07-25T18:12:16.000+0000,Kieran Hansen,N,1,2,8
1,name_exact,1,001Px00000VvMHBIA3,McGuireWoods LLP,www.mcguirewoods.com,2021-01-20T20:19:58.000+0000,35,1536,683,001Px00000hebVcIAI,McGuireWoods LLP,,2026-07-25T18:12:23.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvMHBIA3,McGuireWoods LLP,www.mcguirewoods.com,2021-01-20T20:19:58.000+0000,35,1536,683,001Px00000heYNZIA2,"McGuireWoods, LLP",,2026-07-25T18:12:02.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOKKlAAP,Michael Best & Friedrich LLP,www.michaelbest.com,2021-01-20T20:21:32.000+0000,14,238,115,001Px00000ihUHZIA2,Michael Best & Friedrich LLP,,2026-03-04T16:10:42.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOKWxAAP,Milbank LLP,www.milbank.com,2021-01-20T20:22:00.000+0000,15,903,875,001Px00000hebQBIAY,Milbank,,2026-07-25T18:12:09.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,0016g00001AOLbIAAX,"Morgan, Lewis & Bockius LLP",www.morganlewis.com,2021-01-20T20:24:02.000+0000,40,3786,1961,001Px00000j5OatIAE,Morgan Lewis & Bockius,,2026-08-20T18:17:12.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,0016g00001AOLbIAAX,"Morgan, Lewis & Bockius LLP",www.morganlewis.com,2021-01-20T20:24:02.000+0000,40,3786,1961,001Px00000j4Y2rIAE,"Morgan, Lewis & Bockius LLP",,2026-08-20T14:54:08.000+0000,Sneha Mekala,N,1,1,1
1,name_exact,1,0016g00001AOM5kAAH,"Munger, Tolles & Olson LLP",www.mto.com,2021-01-20T20:25:02.000+0000,5,132,147,001Px00000i0i30IAA,"Munger, Tolles & Olson LLP",,2026-07-31T13:32:11.000+0000,Sindushree Chinnagundanahalli Seetharam,N,1,1,1
1,name_exact,1,0016g00001ANtRdAAL,Nelson Mullins Riley & Scarborough LLP,www.nelsonmullins.com,2021-01-20T19:28:50.000+0000,38,1230,495,001Px00000hebVdIAI,Nelson Mullins Riley & Scarborough,,2026-07-25T18:12:23.000+0000,Kieran Hansen,N,1,1,0
1,alias_exact,1,001Px00000VvZUUIA3,Norton Rose Fulbright,www.nortonrosefulbright.com,2021-01-20T20:28:44.000+0000,75,6285,3197,001Px00000Vy8iQIAR,Fulbright & Jaworski,,2025-11-13T16:01:26.000+0000,Kieran Hansen,N,2,42,14
1,alias_exact,1,001Px00000VvZUUIA3,Norton Rose Fulbright,www.nortonrosefulbright.com,2021-01-20T20:28:44.000+0000,75,6285,3197,001Px00000j5PGvIAM,Fulbright Jaworski,,2026-08-20T18:19:21.000+0000,Kieran Hansen,N,1,1,35
1,alias_exact,1,001Px00000VvZUUIA3,Norton Rose Fulbright,www.nortonrosefulbright.com,2021-01-20T20:28:44.000+0000,75,6285,3197,001Px00000j5PGwIAM,Fulbright Jaworski,,2026-08-20T18:19:21.000+0000,Kieran Hansen,N,1,1,30
1,alias_exact,1,001Px00000VvZUUIA3,Norton Rose Fulbright,www.nortonrosefulbright.com,2021-01-20T20:28:44.000+0000,75,6285,3197,001Px00000j5PGxIAM,Fulbright Jaworski,,2026-08-20T18:19:21.000+0000,Kieran Hansen,N,1,1,35
1,name_exact,1,001Px00000VvZUUIA3,Norton Rose Fulbright,www.nortonrosefulbright.com,2021-01-20T20:28:44.000+0000,75,6285,3197,001Px00000heXDiIAM,Norton Rose Fulbright,,2026-07-25T18:12:42.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,001Px00000VviUAIAZ,"Offit Kurman, P.A.",www.offitkurman.com,2021-01-20T20:29:55.000+0000,23,354,75,001Px00000igwkCIAQ,Offit Kurman,,2026-03-26T17:39:37.000+0000,Scott Lewis,N,1,2,4
1,name_exact,1,001Px00000VvxRZIAZ,Paul Hastings LLP,www.paulhastings.com,2021-01-20T20:09:18.000+0000,29,1960,1006,001Px00000heahMIAQ,Paul Hastings LLP,,2026-07-25T18:10:33.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,001Px00000VvxRZIAZ,Paul Hastings LLP,www.paulhastings.com,2021-01-20T20:09:18.000+0000,29,1960,1006,001Px00000hebd3IAA,Paul Hastings LLP,,2026-07-25T18:12:56.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvpWQIAZ,Perkins Coie LLP,www.perkinscoie.com,2021-01-20T20:33:56.000+0000,34,1914,927,001Px00000hebeEIAQ,Perkins Coie LLP,,2026-07-25T18:12:56.000+0000,Kieran Hansen,N,1,1,0
